SALESORDERID;SALESORDERITEM;PRODUCTID;NOTEID;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;ITEMATPSTATUS;OPITEMPOS;QUANTITY;QUANTITYUNIT;DELIVERYDATE
200001044;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20190622
200001044;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;1;EA;20190622
200001044;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20190622
200001045;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;7;EA;20190605
200001045;20;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20190605
200001045;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;4;EA;20190605
200001046;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;5;EA;20190703
200001046;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20190703
200001046;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20190703
200001046;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;10;EA;20190703
200001046;50;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20190703
200001046;60;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20190703
200001047;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;7;EA;20190606
200001047;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;10;EA;20190606
200001047;30;MZ-FG-C900;;USD;525;459,38;65,63;I;;9;EA;20190606
200001047;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;1;EA;20190606
200001048;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;6;EA;20190702
200001049;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;5;EA;20190705
200001050;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;4;EA;20190610
200001050;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;2;EA;20190610
200001050;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;3;EA;20190610
200001050;40;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;1;EA;20190610
200001050;50;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20190610
200001050;60;MZ-TG-Y200;;USD;399;349,13;49,88;I;;5;EA;20190610
200001051;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20190704
200001051;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20190704
200001051;30;M-01;;USD;319;279,13;39,88;I;;7;EA;20190704
200001052;10;MZ-TG-SR01;;USD;4800;4200;600;I;;10;EA;20190621
200001052;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;1;EA;20190621
200001052;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20190621
200001052;40;FG226;;USD;299;261,63;37,38;I;;7;EA;20190621
200001052;50;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;1;EA;20190621
200001053;10;CM-FL-V00;;USD;799;699,13;99,88;I;;5;EA;20190703
200001054;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;1;EA;20190702
200001055;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;1;EA;20190630
200001055;20;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;10;EA;20190630
200001055;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;9;EA;20190630
200001056;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20190703
200001056;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20190703
200001057;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;5;EA;20190708
200001057;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20190708
200001057;30;CM-FL-V00;;USD;799;699,13;99,88;I;;7;EA;20190708
200001057;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20190708
200001057;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20190708
200001058;10;MZ-TG-SR01;;USD;4800;4200;600;I;;8;EA;20190701
200001058;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20190701
200001059;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20190704
200001059;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20190704
200001059;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;7;EA;20190704
200001059;40;M-01;;USD;319;279,13;39,88;I;;7;EA;20190704
200001059;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20190704
200001059;60;TG11;;USD;3000;2625;375;I;;1;EA;20190704
200001060;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;2;EA;20190715
200001061;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20190708
200001061;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;2;EA;20190708
200001061;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20190708
200001061;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;10;EA;20190708
200001062;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;8;EA;20190702
200001062;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;3;EA;20190702
200001063;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;5;EA;20190711
200001064;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;2;EA;20190731
200001064;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;4;EA;20190731
200001064;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20190731
200001064;40;M-01;;USD;319;279,13;39,88;I;;9;EA;20190731
200001065;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20190717
200001065;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;7;EA;20190717
200001065;30;MZ-TG-SR01;;USD;4800;4200;600;I;;8;EA;20190717
200001065;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20190717
200001066;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20190723
200001066;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;5;EA;20190723
200001066;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20190723
200001067;10;FG226;;USD;299;261,63;37,38;I;;3;EA;20190806
200001067;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20190806
200001067;30;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;8;EA;20190806
200001068;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20190810
200001068;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20190810
200001068;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20190810
200001068;40;MZ-FG-C950;;USD;689;602,88;86,13;I;;3;EA;20190810
200001068;50;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20190810
200001068;60;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;2;EA;20190810
200001069;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20190718
200001069;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;3;EA;20190718
200001069;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20190718
200001070;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;4;EA;20190810
200001070;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;1;EA;20190810
200001070;30;MZ-FG-C10;;USD;1200;1050;150;I;;6;EA;20190810
200001070;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20190810
200001070;50;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20190810
200001071;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;6;EA;20190809
200001071;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;10;EA;20190809
200001071;30;M-01;;USD;319;279,13;39,88;I;;3;EA;20190809
200001071;40;M1;;USD;1144;1001;143;I;;2;EA;20190809
200001071;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;9;EA;20190809
200001072;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20190811
200001072;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;8;EA;20190811
200001073;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;10;EA;20190803
200001073;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;7;EA;20190803
200001073;30;MZ-TG-Y200;;USD;399;349,13;49,88;I;;1;EA;20190803
200001073;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20190803
200001073;50;FG226;;USD;299;261,63;37,38;I;;10;EA;20190803
200001073;60;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;3;EA;20190803
200001074;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;8;EA;20190731
200001074;20;TG11;;USD;3000;2625;375;I;;10;EA;20190731
200001074;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;7;EA;20190731
200001074;40;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20190731
200001074;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20190731
200001075;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;9;EA;20190804
200001075;20;MZ-TG-Y240;;USD;400;350;50;I;;2;EA;20190804
200001076;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;7;EA;20190802
200001076;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;10;EA;20190802
200001076;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20190802
200001076;40;MZ-TG-Y200;;USD;399;349,13;49,88;I;;3;EA;20190802
200001076;50;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;5;EA;20190802
200001076;60;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;3;EA;20190802
200001077;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20190804
200001077;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20190804
200001077;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20190804
200001077;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;4;EA;20190804
200001077;50;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20190804
200001078;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20190724
200001079;10;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20190731
200001079;20;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20190731
200001080;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;6;EA;20190801
200001080;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;10;EA;20190801
200001081;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20190816
200001082;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20190829
200001083;10;MZ-FG-C10;;USD;1200;1050;150;I;;1;EA;20190830
200001083;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;1;EA;20190830
200001083;30;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20190830
200001083;40;MZ-TG-Y240;;USD;400;350;50;I;;3;EA;20190830
200001083;50;FG226;;USD;299;261,63;37,38;I;;3;EA;20190830
200001083;60;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20190830
200001084;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;1;EA;20190820
200001085;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;10;EA;20190808
200001085;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20190808
200001085;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;4;EA;20190808
200001086;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;7;EA;20190810
200001086;20;CM-FL-V00;;USD;799;699,13;99,88;I;;1;EA;20190810
200001086;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20190810
200001086;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;10;EA;20190810
200001087;10;MZ-TG-Y240;;USD;400;350;50;I;;9;EA;20190826
200001087;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;3;EA;20190826
200001087;30;TG11;;USD;3000;2625;375;I;;10;EA;20190826
200001087;40;M-01;;USD;319;279,13;39,88;I;;4;EA;20190826
200001087;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20190826
200001088;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20190813
200001088;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;9;EA;20190813
200001088;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;10;EA;20190813
200001089;10;FG226;;USD;299;261,63;37,38;I;;8;EA;20190815
200001089;20;MZ-TG-SR01;;USD;4800;4200;600;I;;6;EA;20190815
200001089;30;MZ-TG-Y200;;USD;399;349,13;49,88;I;;2;EA;20190815
200001089;40;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;7;EA;20190815
200001089;50;MZ-FG-C990;;USD;721;630,88;90,13;I;;2;EA;20190815
200001090;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;1;EA;20190914
200001091;10;M-01;;USD;319;279,13;39,88;I;;3;EA;20190823
200001091;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;2;EA;20190823
200001091;30;FG226;;USD;299;261,63;37,38;I;;1;EA;20190823
200001091;40;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;2;EA;20190823
200001092;10;CM-FL-V00;;USD;799;699,13;99,88;I;;8;EA;20190909
200001092;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;1;EA;20190909
200001093;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20190826
200001093;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;2;EA;20190826
200001094;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;7;EA;20190830
200001094;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20190830
200001094;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20190830
200001094;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20190830
200001095;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20190907
200001096;10;FG226;;USD;299;261,63;37,38;I;;4;EA;20190908
200001096;20;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20190908
200001096;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;7;EA;20190908
200001096;40;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;6;EA;20190908
200001096;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;4;EA;20190908
200001097;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20190903
200001097;20;FG226;;USD;299;261,63;37,38;I;;3;EA;20190903
200001097;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20190903
200001097;40;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;3;EA;20190903
200001098;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20190825
200001099;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;10;EA;20190903
200001099;20;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20190903
200001099;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;3;EA;20190903
200001100;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20190916
200001100;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;2;EA;20190916
200001100;30;MZ-TG-SR01;;USD;4800;4200;600;I;;6;EA;20190916
200001100;40;TG11;;USD;3000;2625;375;I;;7;EA;20190916
200001101;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20190905
200001102;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;1;EA;20190908
200001102;20;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20190908
200001102;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20190908
200001103;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;10;EA;20191002
200001103;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;1;EA;20191002
200001103;30;M-01;;USD;319;279,13;39,88;I;;1;EA;20191002
200001103;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;2;EA;20191002
200001103;50;M1;;USD;1144;1001;143;I;;2;EA;20191002
200001104;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;1;EA;20190922
200001104;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;4;EA;20190922
200001104;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20190922
200001104;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;7;EA;20190922
200001105;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;3;EA;20190928
200001105;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20190928
200001105;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;7;EA;20190928
200001105;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;1;EA;20190928
200001105;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;5;EA;20190928
200001105;60;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20190928
200001106;10;CM-FL-V00;;USD;799;699,13;99,88;I;;4;EA;20190911
200001106;20;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20190911
200001106;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20190911
200001106;40;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20190911
200001107;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;6;EA;20190914
200001107;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;3;EA;20190914
200001107;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20190914
200001107;40;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;2;EA;20190914
200001108;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;1;EA;20190920
200001109;10;MZ-TG-Y240;;USD;400;350;50;I;;1;EA;20190926
200001110;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20190924
200001110;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;4;EA;20190924
200001110;30;MZ-TG-SR01;;USD;4800;4200;600;I;;6;EA;20190924
200001110;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;10;EA;20190924
200001111;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;1;EA;20191001
200001111;20;M1;;USD;1144;1001;143;I;;9;EA;20191001
200001111;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;5;EA;20191001
200001111;40;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;6;EA;20191001
200001111;50;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;4;EA;20191001
200001111;60;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20191001
200001112;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;6;EA;20190928
200001112;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;7;EA;20190928
200001112;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;1;EA;20190928
200001112;40;MZ-FG-C900;;USD;525;459,38;65,63;I;;2;EA;20190928
200001113;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;8;EA;20191017
200001113;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;4;EA;20191017
200001114;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;3;EA;20191001
200001114;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20191001
200001114;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20191001
200001115;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;7;EA;20191008
200001115;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;6;EA;20191008
200001115;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;6;EA;20191008
200001115;40;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;10;EA;20191008
200001115;50;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;6;EA;20191008
200001115;60;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;6;EA;20191008
200001116;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20190928
200001116;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;7;EA;20190928
200001116;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20190928
200001117;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;8;EA;20191021
200001118;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;5;EA;20191025
200001118;20;M-01;;USD;319;279,13;39,88;I;;1;EA;20191025
200001118;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;1;EA;20191025
200001118;40;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20191025
200001119;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;6;EA;20190929
200001119;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20190929
200001119;30;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20190929
200001119;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;10;EA;20190929
200001119;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20190929
200001119;60;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20190929
200001120;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;6;EA;20191023
200001120;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;1;EA;20191023
200001120;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;8;EA;20191023
200001121;10;MZ-TG-Y200;;USD;399;349,13;49,88;I;;2;EA;20191006
200001121;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;3;EA;20191006
200001122;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;10;EA;20191007
200001122;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20191007
200001122;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;6;EA;20191007
200001123;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;3;EA;20191008
200001124;10;MZ-TG-SR01;;USD;4800;4200;600;I;;2;EA;20191020
200001124;20;MZ-FG-E102;;USD;399;349,13;49,88;I;;3;EA;20191020
200001124;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20191020
200001125;10;TG11;;USD;3000;2625;375;I;;3;EA;20191002
200001125;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20191002
200001125;30;MZ-FG-C10;;USD;1200;1050;150;I;;4;EA;20191002
200001125;40;MZ-FG-C900;;USD;525;459,38;65,63;I;;8;EA;20191002
200001125;50;MZ-FG-C21;;USD;649;567,88;81,13;I;;7;EA;20191002
200001126;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;9;EA;20191002
200001126;20;M1;;USD;1144;1001;143;I;;1;EA;20191002
200001126;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20191002
200001126;40;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;10;EA;20191002
200001126;50;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;8;EA;20191002
200001126;60;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20191002
200001127;10;CM-FL-V00;;USD;799;699,13;99,88;I;;10;EA;20191025
200001128;10;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20191012
200001128;20;CM-FL-V00;;USD;799;699,13;99,88;I;;3;EA;20191012
200001128;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20191012
200001128;40;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;3;EA;20191012
200001128;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20191012
200001128;60;MZ-FG-C990;;USD;721;630,88;90,13;I;;3;EA;20191012
200001129;10;TG11;;USD;3000;2625;375;I;;3;EA;20191102
200001130;10;M1;;USD;1144;1001;143;I;;9;EA;20191020
200001130;20;TG11;;USD;3000;2625;375;I;;9;EA;20191020
200001130;30;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20191020
200001130;40;M1;;USD;1144;1001;143;I;;4;EA;20191020
200001130;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;9;EA;20191020
200001131;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;2;EA;20191022
200001131;20;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20191022
200001131;30;TG11;;USD;3000;2625;375;I;;2;EA;20191022
200001132;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;5;EA;20191024
200001132;20;M1;;USD;1144;1001;143;I;;4;EA;20191024
200001132;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20191024
200001132;40;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20191024
200001132;50;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;7;EA;20191024
200001132;60;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;1;EA;20191024
200001133;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;5;EA;20191105
200001134;10;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20191113
200001134;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;7;EA;20191113
200001134;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20191113
200001134;40;MZ-FG-C900;;USD;525;459,38;65,63;I;;2;EA;20191113
200001135;10;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;1;EA;20191030
200001136;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;8;EA;20191109
200001136;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;8;EA;20191109
200001136;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;10;EA;20191109
200001136;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;8;EA;20191109
200001137;10;MZ-TG-Y240;;USD;400;350;50;I;;1;EA;20191105
200001137;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;6;EA;20191105
200001137;30;CM-FL-V00;;USD;799;699,13;99,88;I;;4;EA;20191105
200001137;40;MZ-TG-Y240;;USD;400;350;50;I;;10;EA;20191105
200001137;50;M1;;USD;1144;1001;143;I;;3;EA;20191105
200001138;10;TG11;;USD;3000;2625;375;I;;8;EA;20191103
200001138;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20191103
200001138;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20191103
200001139;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20191023
200001139;20;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;10;EA;20191023
200001139;30;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;3;EA;20191023
200001139;40;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20191023
200001139;50;TG11;;USD;3000;2625;375;I;;2;EA;20191023
200001139;60;MZ-TG-SR01;;USD;4800;4200;600;I;;6;EA;20191023
200001140;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;10;EA;20191119
200001140;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20191119
200001140;30;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20191119
200001140;40;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;3;EA;20191119
200001140;50;CM-FL-V00;;USD;799;699,13;99,88;I;;4;EA;20191119
200001141;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;1;EA;20191122
200001142;10;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20191126
